20,ID431530,431530,0,37.488,99.818,626.147,0,20,20,11.500,1,-10921639,192.423,255,0,255,94095,109.845,20.255,1.000,1.752
21,ID431652,431652,0,37.478,97.619,627.509,0,21,21,11.500,1,-10921639,198.160,255,0,255,96900,106.238,20.399,1.000,1.865
22,ID431769,431769,0,37.439,97.356,629.673,0,22,22,11.500,1,-10921639,193.466,255,0,255,94605,109.220,20.277,1.000,1.771
23,ID431892,431892,0,37.340,95.557,630.810,0,23,23,11.500,1,-10921639,188.252,255,0,255,92055,112.211,20.159,1.000,1.678
24,ID432016,432016,0,37.441,96.530,630.737,0,24,24,11.500,1,-10921639,193.988,255,0,255,94860,108.903,20.289,1.000,1.781
25,ID432138,432138,0,37.468,99.629,630.510,0,25,25,11.500,1,-10921639,197.638,255,0,255,96645,106.584,20.388,1.000,1.854
26,ID432258,432258,0,37.498,100.087,629.775,0,26,26,11.500,1,-10921639,192.945,255,0,255,94350,109.534,20.266,1.000,1.762
27,ID432389,432389,0,37.279,103.704,627.419,0,27,27,11.500,1,-10921639,186.687,255,0,255,91290,113.045,20.105,1.000,1.651
28,ID432516,432516,0,37.267,104.327,626.660,0,28,28,11.500,1,-10921639,186.687,255,0,255,91290,113.045,20.115,1.000,1.651
29,ID432635,432635,0,37.208,102.402,626.631,0,29,29,11.500,1,-10921639,184.080,255,0,255,90015,114.375,20.063,1.000,1.609
30,ID432774,432774,0,37.279,100.134,626.433,0,30,30,11.500,1,-10921639,185.123,255,0,255,90525,113.852,20.108,1.000,1.626
31,ID432919,432919,0,36.956,99.499,625.534,0,31,31,11.500,1,-10921639,177.301,255,0,255,86700,117.492,19.805,1.000,1.509
32,ID433058,433058,0,37.022,98.177,625.896,0,32,32,11.500,1,-10921639,175.736,255,0,255,85935,118.144,19.950,1.000,1.487
33,ID433424,433424,0,37.022,98.062,625.750,0,33,33,11.500,1,-10921639,175.215,255,0,255,85680,118.356,19.945,1.000,1.480
34,ID433289,433289,0,36.969,99.254,626.085,0,34,34,11.500,1,-10921639,174.172,255,0,255,85170,118.772,19.871,1.000,1.466
35,ID433164,433164,0,37.133,97.678,625.816,0,35,35,11.500,1,-10921639,179.387,255,0,255,87720,116.584,19.988,1.000,1.539
36,ID433530,433530,0,37.021,99.935,627.792,0,36,36,11.500,1,-10921639,175.215,255,0,255,85680,118.356,19.915,1.000,1.480
37,ID433636,433636,0,37.077,98.954,631.349,0,37,37,11.500,1,-10921639,177.822,255,0,255,86955,117.269,19.941,1.000,1.516
38,ID433739,433739,0,37.114,99.617,631.683,0,38,38,11.500,1,-10921639,179.908,255,0,255,87975,116.350,19.980,1.000,1.546
39,ID433854,433854,0,37.349,99.329,629.049,0,39,39,11.500,1,-10921639,186.687,255,0,255,91290,113.045,20.154,1.000,1.651
40,ID433978,433978,0,37.390,96.564,630.820,0,40,40,11.500,1,-10921639,190.337,255,0,255,93075,111.054,20.205,1.000,1.714
41,ID434088,434088,0,37.458,96.852,633.059,0,41,41,11.500,1,-10921639,189.816,255,0,255,92820,111.348,20.205,1.000,1.705
42,ID434202,434202,0,37.439,97.864,631.542,0,42,42,11.500,1,-10921639,193.466,255,0,255,94605,109.220,20.277,1.000,1.771
43,ID434333,434333,0,37.538,97.658,630.523,0,43,43,11.500,1,-10921639,202.853,255,0,255,99195,102.956,20.566,0.998,1.968
44,ID434468,434468,0,37.518,96.457,631.590,0,44,44,11.500,1,-10921639,201.810,255,0,255,98685,103.713,20.487,0.996,1.942
45,ID434594,434594,0,37.526,96.249,632.095,0,45,45,11.500,1,-10921639,195.031,255,0,255,95370,108.258,20.314,1.000,1.802
46,ID434848,434848,0,37.610,96.701,632.939,0,46,46,11.500,1,-10921639,203.896,255,0,255,99705,102.183,20.623,1.000,1.995
47,ID434714,434714,0,37.585,96.321,632.548,0,47,47,11.500,1,-10921639,207.546,255,0,255,101490,99.343,20.736,0.994,2.083
48,ID434974,434974,0,37.586,94.905,634.556,0,48,48,11.500,1,-10921639,208.589,255,0,255,102000,98.492,20.768,0.993,2.110
49,ID435088,435088,0,37.628,95.880,633.351,0,49,49,11.500,1,-10921639,212.239,255,0,255,103785,95.363,21.118,0.995,2.219
50,ID435208,435208,0,37.531,96.545,631.511,0,50,50,11.500,1,-10921639,212.239,255,0,255,103785,95.363,20.764,0.980,2.203
51,ID435324,435324,0,37.642,96.946,632.294,0,51,51,11.500,1,-10921639,213.282,255,0,255,104295,94.424,21.240,0.995,2.253
52,ID435435,435435,0,37.649,96.859,632.225,0,52,52,11.500,1,-10921639,215.890,255,0,255,105570,91.983,21.651,0.995,2.341
53,ID435541,435541,0,37.600,96.319,632.806,0,53,53,11.500,1,-10921639,219.018,255,0,255,107100,88.864,21.646,0.984,2.445
54,ID435663,435663,0,37.589,95.329,633.264,0,54,54,11.500,1,-10921639,217.975,255,0,255,106590,89.928,21.378,0.982,2.402
55,ID435770,435770,0,37.565,97.303,632.320,0,55,55,11.500,1,-10921639,224.233,255,0,255,109650,83.145,21.938,0.974,2.662
56,ID435872,435872,0,37.639,98.219,631.196,0,56,56,11.500,1,-10921639,217.975,255,0,255,106590,89.928,21.858,0.991,2.413
57,ID435983,435983,0,37.606,99.114,631.618,0,57,57,11.500,1,-10921639,219.018,255,0,255,107100,88.864,21.646,0.984,2.445
58,ID436101,436101,0,37.672,100.001,631.145,0,58,58,11.500,1,-10921639,213.282,255,0,255,104295,94.424,21.467,1.000,2.259
59,ID436214,436214,0,37.615,99.322,630.186,0,59,59,11.500,1,-10921639,206.503,255,0,255,100980,100.176,20.706,0.996,2.058
60,ID436327,436327,0,37.602,98.920,631.169,0,60,60,11.500,1,-10921639,201.288,255,0,255,98430,104.085,20.508,1.000,1.934
61,ID436432,436432,0,37.615,98.095,632.777,0,61,61,11.500,1,-10921639,202.331,255,0,255,98940,103.336,20.551,1.000,1.958
62,ID436534,436534,0,37.543,98.495,632.256,0,62,62,11.500,1,-10921639,202.331,255,0,255,98940,103.336,20.528,0.998,1.956
63,ID436650,436650,0,37.529,96.763,632.621,0,63,63,11.500,1,-10921639,197.638,255,0,255,96645,106.584,20.384,1.000,1.854
64,ID436760,436760,0,37.425,94.815,634.403,0,64,64,11.500,1,-10921639,191.902,255,0,255,93840,110.152,20.237,1.000,1.742
65,ID436877,436877,0,37.375,92.060,635.399,0,65,65,11.500,1,-10921639,188.252,255,0,255,92055,112.211,20.172,1.000,1.678
66,ID437001,437001,0,37.328,90.516,637.884,0,66,66,11.500,1,-10921639,187.730,255,0,255,91800,112.492,20.150,1.000,1.669
67,ID437239,437239,0,37.357,90.224,638.367,0,67,67,11.500,1,-10921639,188.252,255,0,255,92055,112.211,20.172,1.000,1.678
68,ID437118,437118,0,37.485,88.001,640.441,0,68,68,11.500,1,-10921639,195.031,255,0,255,95370,108.258,20.314,1.000,1.802
69,ID437341,437341,0,37.487,88.599,641.172,0,69,69,11.500,1,-10921639,195.031,255,0,255,95370,108.258,20.314,1.000,1.802
70,ID437451,437451,0,37.419,87.443,643.689,0,70,70,11.500,1,-10921639,193.988,255,0,255,94860,108.903,20.284,1.000,1.781
71,ID437785,437785,0,37.454,88.458,643.202,0,71,71,11.500,1,-10921639,193.988,255,0,255,94860,108.903,20.289,1.000,1.781
72,ID437674,437674,0,37.551,89.228,643.025,0,72,72,11.500,1,-10921639,197.638,255,0,255,96645,106.584,20.384,1.000,1.854
73,ID437556,437556,0,37.472,91.509,642.079,0,73,73,11.500,1,-10921639,195.031,255,0,255,95370,108.258,20.314,1.000,1.802
74,ID437900,437900,0,37.499,91.565,641.352,0,74,74,11.500,1,-10921639,198.160,255,0,255,96900,106.238,20.383,0.998,1.863
75,ID438023,438023,0,37.528,90.625,640.195,0,75,75,11.500,1,-10921639,198.160,255,0,255,96900,106.238,20.399,1.000,1.865
76,ID438267,438267,0,37.563,88.205,641.808,0,76,76,11.500,1,-10921639,200.245,255,0,255,97920,104.818,20.469,1.000,1.910
77,ID438145,438145,0,37.496,89.415,642.686,0,77,77,11.500,1,-10921639,198.160,255,0,255,96900,106.238,20.404,1.000,1.865
78,ID438385,438385,0,37.424,91.815,643.318,0,78,78,11.500,1,-10921639,191.380,255,0,255,93585,110.456,20.230,1.000,1.733
79,ID438507,438507,0,37.457,91.957,644.219,0,79,79,11.500,1,-10921639,190.337,255,0,255,93075,111.054,20.214,1.000,1.714
80,ID438759,438759,0,37.443,90.270,642.770,0,80,80,11.500,1,-10921639,191.380,255,0,255,93585,110.456,20.230,1.000,1.733
81,ID438632,438632,0,37.353,88.452,642.020,0,81,81,11.500,1,-10921639,188.773,255,0,255,92310,111.926,20.175,1.000,1.687
82,ID438876,438876,0,37.351,87.692,642.011,0,82,82,11.500,1,-10921639,187.209,255,0,255,91545,112.770,20.155,1.000,1.660
83,ID439215,439215,0,37.105,88.423,641.034,0,83,83,11.500,1,-10921639,179.387,255,0,255,87720,116.584,19.974,1.000,1.539
84,ID439100,439100,0,37.114,89.737,641.559,0,84,84,11.500,1,-10921639,180.429,255,0,255,88230,116.113,19.986,1.000,1.554
85,ID438991,438991,0,36.873,90.990,642.667,0,85,85,11.500,1,-10921639,172.086,255,0,255,84150,119.573,19.767,1.000,1.439
86,ID439327,439327,0,37.164,89.982,645.113,0,86,86,11.500,1,-10921639,178.865,255,0,255,87465,116.815,20.019,1.000,1.531
87,ID439437,439437,0,37.080,89.294,646.419,0,87,87,11.500,1,-10921639,179.908,255,0,255,87975,116.350,19.964,1.000,1.546
88,ID439545,439545,0,37.115,90.917,647.403,0,88,88,11.500,1,-10921639,179.908,255,0,255,87975,116.350,19.980,1.000,1.546
89,ID439656,439656,0,36.954,90.267,646.744,0,89,89,11.500,1,-10921639,174.172,255,0,255,85170,118.772,19.871,1.000,1.466
90,ID439773,439773,0,37.094,91.218,648.624,0,90,90,11.500,1,-10921639,178.865,255,0,255,87465,116.815,19.968,1.000,1.531
91,ID439892,439892,0,37.043,91.333,647.134,0,91,91,11.500,1,-10921639,176.779,255,0,255,86445,117.712,19.946,1.000,1.502
92,ID440121,440121,0,36.849,95.830,646.337,0,92,92,11.500,1,-10921639,172.086,255,0,255,84150,119.573,19.767,1.000,1.439
93,ID440009,440009,0,37.134,96.191,644.121,0,93,93,11.500,1,-10921639,178.344,255,0,255,87210,117.044,20.002,1.000,1.524
94,ID440232,440232,0,37.203,95.473,643.568,0,94,94,11.500,1,-10921639,185.644,255,0,255,90780,113.586,20.087,1.000,1.634
95,ID440337,440337,0,37.391,98.083,643.308,0,95,95,11.500,1,-10921639,188.773,255,0,255,92310,111.926,20.187,1.000,1.687
96,ID440450,440450,0,37.254,99.609,644.407,0,96,96,11.500,1,-10921639,186.687,255,0,255,91290,113.045,20.094,1.000,1.651
97,ID440568,440568,0,37.302,99.819,644.649,0,97,97,11.500,1,-10921639,186.166,255,0,255,91035,113.317,20.124,1.000,1.643
98,ID440684,440684,0,37.484,98.757,642.689,0,98,98,11.500,1,-10921639,193.988,255,0,255,94860,108.903,20.289,1.000,1.781
99,ID440807,440807,0,37.442,99.548,641.810,0,99,99,11.500,1,-10921639,193.466,255,0,255,94605,109.220,20.275,1.000,1.771
100,ID440935,440935,0,37.471,99.702,642.803,0,100,100,11.500,1,-10921639,192.945,255,0,255,94350,109.534,20.266,1.000,1.762
101,ID441061,441061,0,37.451,98.474,642.599,0,101,101,11.500,1,-10921639,196.595,255,0,255,96135,107.264,20.359,1.000,1.833
102,ID441179,441179,0,37.436,97.531,641.198,0,102,102,11.500,1,-10921639,193.466,255,0,255,94605,109.220,20.273,1.000,1.771
103,ID441300,441300,0,37.543,96.326,641.731,0,103,103,11.500,1,-10921639,198.160,255,0,255,96900,106.238,20.399,1.000,1.865
104,ID441433,441433,0,37.629,95.349,644.075,0,104,104,11.500,1,-10921639,208.067,255,0,255,101745,98.920,20.804,0.996,2.099
105,ID441554,441554,0,37.598,97.836,643.353,0,105,105,11.500,1,-10921639,204.417,255,0,255,99960,101.790,20.650,1.000,2.008
106,ID441679,441679,0,37.509,97.317,642.617,0,106,106,11.500,1,-10921639,197.638,255,0,255,96645,106.584,20.388,1.000,1.854
107,ID441799,441799,0,37.579,96.103,642.816,0,107,107,11.500,1,-10921639,200.245,255,0,255,97920,104.818,20.469,1.000,1.910
108,ID441916,441916,0,37.517,95.376,643.606,0,108,108,11.500,1,-10921639,199.724,255,0,255,97665,105.179,20.432,0.998,1.897
109,ID442024,442024,0,37.557,94.815,643.370,0,109,109,11.500,1,-10921639,200.767,255,0,255,98175,104.453,20.488,1.000,1.922
110,ID442138,442138,0,37.602,96.840,643.444,0,110,110,11.500,1,-10921639,215.890,255,0,255,105570,91.983,21.236,0.986,2.330
111,ID442267,442267,0,37.618,97.827,644.797,0,111,111,11.500,1,-10921639,221.104,255,0,255,108120,86.659,21.962,0.986,2.533
112,ID442382,442382,0,37.596,97.951,644.459,0,112,112,11.500,1,-10921639,214.847,255,0,255,105060,92.976,21.174,0.987,2.296
113,ID442493,442493,0,37.650,95.814,645.833,0,113,113,11.500,1,-10921639,215.890,255,0,255,105570,91.983,21.463,0.991,2.336
114,ID442607,442607,0,37.643,95.233,646.128,0,114,114,11.500,1,-10921639,211.196,255,0,255,103275,96.282,20.965,0.993,2.185
115,ID442720,442720,0,37.630,95.047,647.002,0,115,115,11.500,1,-10921639,203.896,255,0,255,99705,102.183,20.623,1.000,1.995
116,ID442836,442836,0,37.540,96.039,647.379,0,116,116,11.500,1,-10921639,199.724,255,0,255,97665,105.179,20.450,1.000,1.899
117,ID442950,442950,0,37.508,95.480,647.462,0,117,117,11.500,1,-10921639,200.767,255,0,255,98175,104.453,20.431,0.994,1.916
118,ID443082,443082,0,37.435,95.525,646.985,0,118,118,11.500,1,-10921639,192.423,255,0,255,94095,109.845,20.252,1.000,1.752
119,ID443199,443199,0,37.323,95.985,646.969,0,119,119,11.500,1,-10921639,183.558,255,0,255,89760,114.632,20.111,1.000,1.601
120,ID443306,443306,0,37.388,95.954,645.906,0,120,120,11.500,1,-10921639,187.209,255,0,255,91545,112.770,20.162,1.000,1.660
121,ID443537,443537,0,37.219,96.198,645.946,0,121,121,11.500,1,-10921639,180.951,255,0,255,88485,115.874,20.053,1.000,1.562
122,ID443419,443419,0,37.024,97.632,649.504,0,122,122,11.500,1,-10921639,178.344,255,0,255,87210,117.044,19.890,1.000,1.524
123,ID443642,443642,0,36.726,98.633,650.499,0,123,123,11.500,1,-10921639,170.000,255,0,255,83130,120.331,19.551,1.000,1.413
124,ID443763,443763,0,36.521,102.631,649.393,0,124,124,11.500,1,-10921639,165.307,255,0,255,80835,121.890,18.952,1.000,1.356
125,ID443871,443871,0,36.512,101.260,649.136,0,125,125,11.500,1,-10921639,163.742,255,0,255,80070,122.366,18.870,1.000,1.338
126,ID443967,443967,0,36.681,98.401,647.675,0,126,126,11.500,1,-10921639,168.957,255,0,255,82620,120.695,19.553,1.000,1.400
127,ID444055,444055,0,36.693,97.491,647.603,0,127,127,11.500,1,-10921639,170.000,255,0,255,83130,120.331,19.551,1.000,1.413
128,ID444152,444152,0,36.800,97.404,647.460,0,128,128,11.500,1,-10921639,172.607,255,0,255,84405,119.376,19.597,1.000,1.446
129,ID444253,444253,0,37.227,95.780,644.860,0,129,129,11.500,1,-10921639,181.472,255,0,255,88740,115.631,20.049,1.000,1.569
130,ID444358,444358,0,37.097,92.035,643.270,0,130,130,11.500,1,-10921639,177.822,255,0,255,86955,117.269,19.971,1.000,1.516
131,ID444586,444586,0,37.046,91.530,642.683,0,131,131,11.500,1,-10921639,179.387,255,0,255,87720,116.584,19.941,1.000,1.539
132,ID444482,444482,0,37.252,90.295,641.126,0,132,132,11.500,1,-10921639,183.037,255,0,255,89505,114.886,20.088,1.000,1.593
133,ID444701,444701,0,37.006,91.839,640.526,0,133,133,11.500,1,-10921639,176.779,255,0,255,86445,117.712,19.875,1.000,1.502
134,ID444814,444814,0,37.277,90.403,638.989,0,134,134,11.500,1,-10921639,184.601,255,0,255,90270,114.115,20.101,1.000,1.618
135,ID444930,444930,0,37.417,89.039,638.241,0,135,135,11.500,1,-10921639,188.773,255,0,255,92310,111.926,20.187,1.000,1.687
136,ID445042,445042,0,37.441,88.926,636.582,0,136,136,11.500,1,-10921639,191.902,255,0,255,93840,110.152,20.244,1.000,1.742
137,ID445162,445162,0,37.409,88.189,637.415,0,137,137,11.500,1,-10921639,191.380,255,0,255,93585,110.456,20.234,1.000,1.733
138,ID445284,445284,0,37.484,88.704,638.310,0,138,138,11.500,1,-10921639,195.031,255,0,255,95370,108.258,20.314,1.000,1.802
139,ID445409,445409,0,37.530,86.742,638.220,0,139,139,11.500,1,-10921639,195.552,255,0,255,95625,107.930,20.327,1.000,1.812
140,ID445530,445530,0,37.567,88.635,638.160,0,140,140,11.500,1,-10921639,201.810,255,0,255,98685,103.713,20.507,0.998,1.944
141,ID445653,445653,0,37.559,89.270,636.602,0,141,141,11.500,1,-10921639,202.853,255,0,255,99195,102.956,20.550,0.998,1.968
142,ID445909,445909,0,37.644,88.046,634.096,0,142,142,11.500,1,-10921639,205.460,255,0,255,100470,100.992,20.707,1.000,2.034
143,ID445780,445780,0,37.569,87.351,634.486,0,143,143,11.500,1,-10921639,206.503,255,0,255,100980,100.176,20.647,0.992,2.054
144,ID446032,446032,0,37.633,86.860,635.038,0,144,144,11.500,1,-10921639,206.503,255,0,255,100980,100.176,20.737,0.998,2.059
145,ID446144,446144,0,37.623,86.145,632.011,0,145,145,11.500,1,-10921639,202.853,255,0,255,99195,102.956,20.574,1.000,1.970
146,ID446253,446253,0,37.535,86.759,630.191,0,146,146,11.500,1,-10921639,197.117,255,0,255,96390,106.926,20.369,1.000,1.843
147,ID446364,446364,0,37.439,86.735,631.057,0,147,147,11.500,1,-10921639,189.816,255,0,255,92820,111.348,20.205,1.000,1.705
148,ID446480,446480,0,37.430,86.872,630.214,0,148,148,11.500,1,-10921639,189.294,255,0,255,92565,111.639,20.191,1.000,1.696
149,ID446603,446603,0,37.408,88.708,631.959,0,149,149,11.500,1,-10921639,188.773,255,0,255,92310,111.926,20.181,1.000,1.687
150,ID446732,446732,0,37.474,89.075,631.620,0,150,150,11.500,1,-10921639,193.466,255,0,255,94605,109.220,20.277,1.000,1.771
151,ID446853,446853,0,37.413,88.411,630.230,0,151,151,11.500,1,-10921639,191.902,255,0,255,93840,110.152,20.244,1.000,1.742
152,ID446976,446976,0,37.408,87.787,631.094,0,152,152,11.500,1,-10921639,188.773,255,0,255,92310,111.926,20.175,1.000,1.687
153,ID447094,447094,0,37.402,87.130,628.314,0,153,153,11.500,1,-10921639,189.294,255,0,255,92565,111.639,20.196,1.000,1.696
154,ID447226,447226,0,37.211,86.168,626.991,0,154,154,11.500,1,-10921639,180.429,255,0,255,88230,116.113,20.047,1.000,1.554
155,ID447353,447353,0,36.848,86.235,625.250,0,155,155,11.500,1,-10921639,171.564,255,0,255,83895,119.766,19.764,1.000,1.432
156,ID447483,447483,0,36.679,85.400,625.570,0,156,156,11.500,1,-10921639,168.957,255,0,255,82620,120.695,19.553,1.000,1.400
157,ID447599,447599,0,36.708,87.134,625.943,0,157,157,11.500,1,-10921639,168.436,255,0,255,82365,120.874,19.594,1.000,1.393
158,ID447715,447715,0,36.414,88.341,626.324,0,158,158,11.500,1,-10921639,162.699,255,0,255,79560,122.670,18.598,1.000,1.326
159,ID447826,447826,0,35.715,89.970,624.251,0,159,159,11.500,1,-10921639,150.184,255,0,255,73440,125.594,17.961,1.000,1.196
160,ID447943,447943,0,35.693,88.433,624.147,0,160,160,11.500,1,-10921639,150.706,255,0,255,73695,125.499,17.977,1.000,1.201
161,ID448057,448057,0,35.317,89.810,626.507,0,161,161,11.500,1,-10921639,146.012,255,0,255,71400,126.278,17.816,1.000,1.156
162,ID448171,448171,0,35.511,90.003,625.830,0,162,162,11.500,1,-10921639,147.055,255,0,255,71910,126.120,17.881,1.000,1.166
163,ID448288,448288,0,35.120,87.181,624.123,0,163,163,11.500,1,-10921639,142.362,255,0,255,69615,126.761,17.780,1.000,1.123
164,ID448394,448394,0,34.668,87.616,622.331,0,164,164,11.500,1,-10921639,137.669,255,0,255,67320,127.224,17.582,1.000,1.082
165,ID448506,448506,0,34.988,89.613,621.167,0,165,165,11.500,1,-10921639,141.319,255,0,255,69105,126.879,17.721,1.000,1.114
166,ID448624,448624,0,34.961,89.580,620.048,0,166,166,11.500,1,-10921639,140.798,255,0,255,68850,126.935,17.712,1.000,1.109
167,ID448739,448739,0,34.540,88.941,619.860,0,167,167,11.500,1,-10921639,135.583,255,0,255,66300,127.374,17.623,1.000,1.064
168,ID448854,448854,0,33.848,86.399,619.885,0,168,168,11.500,1,-10921639,128.804,255,0,255,62985,127.624,16.898,1.000,1.009
169,ID448976,448976,0,33.471,85.998,620.602,0,169,169,11.500,1,-10921639,125.153,0,0,255,61200,127.609,16.395,1.000,0.981
170,ID449093,449093,0,33.648,86.605,619.328,0,170,170,11.500,1,-10921639,127.239,0,0,255,62220,127.630,16.390,1.000,0.997
171,ID449220,449220,0,33.699,87.489,617.844,0,171,171,11.500,1,-10921639,127.761,255,0,255,62475,127.630,16.388,1.000,1.001
172,ID449349,449349,0,33.941,87.134,618.091,0,172,172,11.500,1,-10921639,129.325,255,0,255,63240,127.617,17.311,1.000,1.013
173,ID449465,449465,0,33.952,87.391,616.612,0,173,173,11.500,1,-10921639,130.368,255,0,255,63750,127.598,17.264,1.000,1.022
174,ID449586,449586,0,33.679,88.226,616.326,0,174,174,11.500,1,-10921639,127.239,0,0,255,62220,127.630,16.608,1.000,0.997
175,ID449702,449702,0,33.643,88.255,617.540,0,175,175,11.500,1,-10921639,127.239,0,0,255,62220,127.630,16.491,1.000,0.997
176,ID449822,449822,0,34.193,89.627,619.307,0,176,176,11.500,1,-10921639,132.454,255,0,255,64770,127.534,17.404,1.000,1.039
177,ID449944,449944,0,33.771,89.475,617.825,0,177,177,11.500,1,-10921639,128.282,255,0,255,62730,127.628,16.605,1.000,1.005
178,ID450072,450072,0,33.911,89.286,618.459,0,178,178,11.500,1,-10921639,129.847,255,0,255,63495,127.609,16.894,1.000,1.018
179,ID450192,450192,0,33.503,87.758,619.055,0,179,179,11.500,1,-10921639,125.153,0,0,255,61200,127.609,16.306,1.000,0.981
180,ID450315,450315,0,33.898,87.454,618.665,0,180,180,11.500,1,-10921639,129.847,255,0,255,63495,127.609,16.894,1.000,1.018
181,ID450446,450446,0,33.419,86.039,620.236,0,181,181,11.500,1,-10921639,124.632,0,0,255,60945,127.598,16.158,1.000,0.977
182,ID450570,450570,0,33.587,87.290,619.854,0,182,182,11.500,1,-10921639,126.196,0,0,255,61710,127.624,16.611,1.000,0.989
183,ID450690,450690,0,33.416,89.325,621.649,0,183,183,11.500,1,-10921639,125.153,0,0,255,61200,127.609,16.227,1.000,0.981
184,ID450828,450828,0,33.329,89.063,620.274,0,184,184,11.500,1,-10921639,123.589,0,0,255,60435,127.571,16.160,1.000,0.969
185,ID450962,450962,0,33.296,88.976,621.171,0,185,185,11.500,1,-10921639,123.067,0,0,255,60180,127.553,16.098,1.000,0.965
186,ID451099,451099,0,34.100,91.594,621.960,0,186,186,11.500,1,-10921639,131.411,255,0,255,64260,127.571,17.263,1.000,1.030
187,ID451237,451237,0,33.822,92.758,622.174,0,187,187,11.500,1,-10921639,128.282,255,0,255,62730,127.628,16.740,1.000,1.005
188,ID451379,451379,0,33.642,93.341,623.077,0,188,188,11.500,1,-10921639,126.718,0,0,255,61965,127.628,16.610,1.000,0.993
189,ID451510,451510,0,33.633,92.340,621.792,0,189,189,11.500,1,-10921639,126.718,0,0,255,61965,127.628,16.610,1.000,0.993
190,ID451751,451751,0,33.500,91.784,620.356,0,190,190,11.500,1,-10921639,125.675,0,0,255,61455,127.617,16.156,1.000,0.985
191,ID451631,451631,0,33.676,89.419,620.507,0,191,191,11.500,1,-10921639,128.282,255,0,255,62730,127.628,16.852,1.000,1.005
192,ID451871,451871,0,33.327,91.342,620.290,0,192,192,11.500,1,-10921639,124.110,0,0,255,60690,127.585,16.159,1.000,0.973
193,ID451994,451994,0,33.760,91.281,620.592,0,193,193,11.500,1,-10921639,128.282,255,0,255,62730,127.628,16.900,1.000,1.005
194,ID452108,452108,0,34.167,92.735,618.676,0,194,194,11.500,1,-10921639,131.933,255,0,255,64515,127.553,17.402,1.000,1.034
195,ID452359,452359,0,33.854,92.743,619.259,0,195,195,11.500,1,-10921639,128.804,255,0,255,62985,127.624,16.898,1.000,1.009
196,ID452235,452235,0,33.620,93.051,619.193,0,196,196,11.500,1,-10921639,126.196,0,0,255,61710,127.624,16.611,1.000,0.989
197,ID452491,452491,0,33.988,93.333,618.315,0,197,197,11.500,1,-10921639,130.368,255,0,255,63750,127.598,17.082,1.000,1.022
198,ID452772,452772,0,34.144,92.737,619.620,0,198,198,11.500,1,-10921639,131.933,255,0,255,64515,127.553,17.361,1.000,1.034
199,ID452633,452633,0,33.910,94.623,619.938,0,199,199,11.500,1,-10921639,129.325,255,0,255,63240,127.617,17.087,1.000,1.013
200,ID452904,452904,0,33.969,95.771,620.234,0,200,200,11.500,1,-10921639,129.847,255,0,255,63495,127.609,17.084,1.000,1.018
