169.151,386.128
169.151,386.128
171.344,386.350
171.686,386.787
170.839,391.057
170.842,391.277
170.218,392.297
169.426,393.023
170.477,392.284
171.892,391.883
171.863,394.175
171.166,392.953
170.796,393.365
171.215,393.651
172.061,394.971
171.150,394.812
171.157,396.253
173.033,396.958
172.270,397.414
172.706,397.430
173.443,397.295
175.214,397.256
174.093,396.625
175.355,396.379
176.019,395.733
175.442,395.968
173.953,396.979
173.487,394.640
174.839,392.895
173.948,392.609
172.348,392.869
168.947,392.535
166.692,392.951
165.996,392.333
164.987,389.730
167.283,387.863
167.187,387.851
167.578,389.093
166.586,386.998
166.184,386.636
165.637,387.283
165.631,387.584
164.259,388.096
162.594,389.334
162.126,388.898
161.113,388.665
158.924,387.289
158.894,387.003
157.429,385.034
159.033,385.221
159.944,384.555
159.400,385.444
159.049,385.493
159.636,386.586
161.664,386.561
161.769,386.294
157.464,386.987
154.843,385.997
153.950,387.147
152.041,388.297
153.814,388.920
153.850,388.123
152.756,388.253
152.693,388.574
151.674,389.052
151.717,389.997
154.661,388.267
155.326,388.958
156.520,389.971
156.758,391.001
154.959,391.174
155.211,392.156
155.009,390.041
154.712,390.275
152.850,392.144
151.459,392.722
151.946,393.073
152.475,392.172
151.072,392.116
149.298,391.975
149.477,392.616
149.586,392.944
150.693,393.115
149.951,393.467
149.195,393.260
149.712,392.169
149.399,392.392
151.133,394.962
151.426,395.895
150.478,397.955
150.672,398.040
150.656,398.126
149.593,397.714
150.237,397.520
148.010,397.459
147.874,398.391
148.595,397.119
147.902,396.892
148.213,395.912
148.403,394.294
149.239,392.909
148.500,394.978
150.992,395.999
149.647,395.720
147.642,396.065
150.850,394.850
149.697,395.326
149.214,396.166
147.126,395.654
145.998,396.526
146.219,397.643
146.580,398.149
145.414,397.348
145.103,395.989
146.509,393.664
146.259,389.289
146.585,389.006
146.714,387.517
145.142,386.809
144.324,387.062
143.911,384.105
144.815,382.527
144.811,382.130
144.611,380.270
145.576,381.089
145.229,380.621
146.341,380.859
145.616,381.327
145.317,381.223
147.836,382.577
149.906,383.245
149.943,386.064
149.379,387.555
149.732,387.352
151.694,389.645
154.628,390.505
156.483,389.799
157.466,390.286
159.047,389.644
159.088,389.174
158.943,389.010
157.917,388.100
156.287,387.944
155.727,385.142
154.709,386.325
154.384,386.332
