1,ID628,628,3,31.132,573.662,387.628,0,0,0,11.500,1,-10921639,106.902,0,0,255,52275,125.954,15.231,1,0.849
2,ID517,517,3,31.080,571.590,385.796,0,1,1,11.500,1,-10921639,106.380,0,0,255,52020,125.867,15.262,1,0.845
3,ID877,877,3,31.533,572.519,387.026,0,2,2,11.500,1,-10921639,110.031,0,0,255,53805,126.427,15.419,1,0.870
4,ID749,749,3,31.373,574.827,386.591,0,3,3,11.500,1,-10921639,108.466,0,0,255,53040,126.200,15.332,1,0.859
5,ID1201,1201,3,30.587,575.437,386.445,0,4,4,11.500,1,-10921639,103.773,0,0,255,50745,125.401,14.968,1,0.828
6,ID987,987,3,30.701,576.344,386.189,0,5,5,11.500,1,-10921639,103.773,0,0,255,50745,125.401,15.148,1,0.828
7,ID1317,1317,3,30.708,576.789,384.752,0,6,6,11.500,1,-10921639,103.773,0,0,255,50745,125.401,15.190,1,0.828
8,ID1094,1094,3,31.194,578.166,384.549,0,7,7,11.500,1,-10921639,107.423,0,0,255,52530,126.038,15.279,1,0.852
9,ID1429,1429,3,30.696,580.165,384.828,0,8,8,11.500,1,-10921639,103.773,0,0,255,50745,125.401,15.148,1,0.828
10,ID1553,1553,3,31.336,580.834,384.758,0,9,9,11.500,1,-10921639,107.945,0,0,255,52785,126.120,15.376,1,0.856
11,ID1688,1688,3,30.809,580.883,384.239,0,10,10,11.500,1,-10921639,104.294,0,0,255,51000,125.499,15.265,1,0.831
12,ID1820,1820,3,31.137,579.354,383.586,0,11,11,11.500,1,-10921639,106.902,0,0,255,52275,125.954,15.271,1,0.849
13,ID1942,1942,3,31.926,581.169,383.703,0,12,12,11.500,1,-10921639,112.638,0,0,255,55080,126.761,15.505,1,0.889
14,ID2074,2074,3,31.155,582.103,383.664,0,13,13,11.500,1,-10921639,106.902,0,0,255,52275,125.954,15.304,1,0.849
15,ID2211,2211,3,31.134,580.961,383.441,0,14,14,11.500,1,-10921639,106.902,0,0,255,52275,125.954,15.271,1,0.849
16,ID2342,2342,3,31.938,580.108,383.560,0,15,15,11.500,1,-10921639,112.638,0,0,255,55080,126.761,15.486,1,0.889
17,ID2491,2491,3,31.135,578.413,383.885,0,16,16,11.500,1,-10921639,106.902,0,0,255,52275,125.954,15.271,1,0.849
18,ID2640,2640,3,31.709,576.939,383.611,0,17,17,11.500,1,-10921639,111.074,0,0,255,54315,126.567,15.420,1,0.878
19,ID2795,2795,3,31.950,579.069,382.642,0,18,18,11.500,1,-10921639,112.638,0,0,255,55080,126.761,15.505,1,0.889
20,ID2932,2932,3,31.092,579.551,383.291,0,19,19,11.500,1,-10921639,106.902,0,0,255,52275,125.954,15.231,1,0.849
21,ID3162,3162,3,31.119,578.651,382.543,0,20,20,11.500,1,-10921639,106.902,0,0,255,52275,125.954,15.231,1,0.849
22,ID3049,3049,3,30.991,575.627,383.708,0,21,21,11.500,1,-10921639,105.859,0,0,255,51765,125.779,15.216,1,0.842
23,ID3281,3281,3,31.157,574.963,384.342,0,22,22,11.500,1,-10921639,106.902,0,0,255,52275,125.954,15.304,1,0.849
24,ID3394,3394,3,31.027,576.498,384.650,0,23,23,11.500,1,-10921639,106.380,0,0,255,52020,125.867,15.178,1,0.845
25,ID3505,3505,3,31.194,575.624,384.616,0,24,24,11.500,1,-10921639,107.423,0,0,255,52530,126.038,15.240,1,0.852
26,ID3610,3610,3,30.999,574.578,383.755,0,25,25,11.500,1,-10921639,105.859,0,0,255,51765,125.779,15.254,1,0.842
27,ID3706,3706,3,31.004,574.608,382.761,0,26,26,11.500,1,-10921639,105.859,0,0,255,51765,125.779,15.254,1,0.842
28,ID3796,3796,3,30.924,575.074,382.861,0,27,27,11.500,1,-10921639,105.337,0,0,255,51510,125.688,15.209,1,0.838
29,ID3876,3876,3,30.288,575.679,381.292,0,28,28,11.500,1,-10921639,101.166,0,0,255,49470,124.879,14.968,1,0.810
30,ID4042,4042,3,30.892,576.145,377.862,0,29,29,11.500,1,-10921639,104.816,0,0,255,51255,125.594,15.300,1,0.835
31,ID3958,3958,3,30.550,575.111,376.809,0,30,30,11.500,1,-10921639,102.730,0,0,255,50235,125.199,15.139,1,0.821
32,ID4127,4127,3,30.968,574.610,377.610,0,31,31,11.500,1,-10921639,105.859,0,0,255,51765,125.779,15.171,1,0.842
33,ID4215,4215,3,31.012,575.571,377.576,0,32,32,11.500,1,-10921639,106.380,0,0,255,52020,125.867,15.178,1,0.845
34,ID4419,4419,3,31.005,572.797,374.604,0,33,33,11.500,1,-10921639,105.859,0,0,255,51765,125.779,15.216,1,0.842
35,ID4313,4313,3,31.444,573.217,374.391,0,34,34,11.500,1,-10921639,108.988,0,0,255,53295,126.278,15.343,1,0.863
36,ID4520,4520,3,31.481,573.437,374.567,0,35,35,11.500,1,-10921639,109.509,0,0,255,53550,126.354,15.354,1,0.867
37,ID4620,4620,3,31.437,572.130,374.441,0,36,36,11.500,1,-10921639,108.988,0,0,255,53295,126.278,15.309,1,0.863
